experiment_id,seed,customers,vehicles,capacity_pressure,capacity,shots,repeat,backend,num_sweeps,protocol_version,frozen_git_commit,explicit_instance_id,selected_customer_ids_in_qubit_order,logical_qasm_sha256,threshold_sha256,protocol_config_sha256,execution_index,instance_id,repeat_index,backend_requested,task_key,config_hash,source,decision,shots_requested,shots_received,unique_bitstrings,qualified_unique,raw_feasible_rate,quality_hit_rate,near_quality_hit_rate,random_quality_hit_rate,quality_hit_gain,quality_lift,classical_reach_all_rate,classical_reach_feasible_rate,strict_improvement_rate,best_gap,conclusion,task_id,warnings,run_id,git_commit_actual,backend_actual,backend_queue_snapshot_before_submit,status,customer_demands,vehicle_capacity,threshold,threshold_all,threshold_method,energy_tolerance,exact_optimum_energy,random_median_energy,claim_scope,top_bitstring,top_bitstring_count,top_bitstring_energy,top_bitstring_meets_quality_threshold,quantum_best_bitstring,quantum_best_energy,quantum_best_count
qrf_formal_hardware_matrix_v2,2026,6,2,medium,9,1024,1,Baihua,40,formal-matrix-v2,6f417d6c3c3e8a16132cd3a472567f9090edab85,seed2026_c6_v2_medium,"[3, 4, 6, 1, 2, 5]",66be66f9b8f9dabb1c6cb01570c585d1f776866559ca992217f6bbee4d211eeb,0f43c81d0d6d4d3f9a07dba6b1a16f6201967cd2e39563069662310cdc630afb,6150452c7d9072344d3addf3979a5e6227ca858991e9a16cab787be2f13ce01b,11,seed2026_c6_v2_medium,1,Baihua,7be36498eb8ecc3354f89ab04a140683a6235128e5e31ab3c29794b308571701,7be36498eb8ecc3354f89ab04a140683a6235128e5e31ab3c29794b308571701,hardware,PASS,1024,1024,64,8,0.3671875,0.0830078125,0.263671875,0.125,-0.0419921875,0.6640625,0.0322265625,0.0322265625,0.0,0.0,At least one sample reached the prespecified low-energy feasible region; superiority to random was not established.,2608020039128886917,[],qrf_formal_hardware_matrix_v2,9082b74ee2d22ffdd1103f62e3af9ceca18af740,Baihua,"{'Dongling': 0, 'Baihua': 0, 'Shenglian': 0}",completed,"{'1': 2, '2': 1, '3': 4, '4': 3, '5': 1, '6': 3}",9,-1.7959211040904393,-1.7959211040904393,"same-budget best classical energies, stored separately for all and raw-feasible candidates",1e-09,-1.7959211040904393,8.864317970026718,Results describe candidate quality and same-budget complementarity only; they do not establish universal quantum or speed advantage.,000000,92,1240.1052598950482,False,101001,-1.7959211040904393,17
qrf_formal_hardware_matrix_v2,2027,6,2,tight,8,1024,1,Dongling,40,formal-matrix-v2,6f417d6c3c3e8a16132cd3a472567f9090edab85,seed2027_c6_v2_tight,"[4, 2, 3, 5, 1, 6]",b4de2c04ddbde194c87fe6839e932295d6623238b01d32dfba45763bce83b756,0f43c81d0d6d4d3f9a07dba6b1a16f6201967cd2e39563069662310cdc630afb,6150452c7d9072344d3addf3979a5e6227ca858991e9a16cab787be2f13ce01b,12,seed2027_c6_v2_tight,1,Dongling,c41459a6109007f0134d0e06ba1ccc2ad382eb7db30f16f94208428158f190af,c41459a6109007f0134d0e06ba1ccc2ad382eb7db30f16f94208428158f190af,hardware,PASS,1024,1024,64,18,0.244140625,0.244140625,0.244140625,0.28125,-0.037109375,0.8680555555555556,0.0400390625,0.0400390625,0.0,0.0,At least one sample reached the prespecified low-energy feasible region; superiority to random was not established.,2608020039322530245,[],qrf_formal_hardware_matrix_v2,9082b74ee2d22ffdd1103f62e3af9ceca18af740,Dongling,"{'Dongling': 0, 'Baihua': 0, 'Shenglian': 0}",completed,"{'1': 1, '2': 3, '3': 3, '4': 4, '5': 3, '6': 1}",8,-0.697452024772474,-0.697452024772474,"same-budget best classical energies, stored separately for all and raw-feasible candidates",1e-09,-0.697452024772474,194.1763779093978,Results describe candidate quality and same-budget complementarity only; they do not establish universal quantum or speed advantage.,000000,48,2337.920668441713,False,111100,-0.697452024772474,29
qrf_formal_hardware_matrix_v2,2026,4,2,medium,6,1024,2,Shenglian,40,formal-matrix-v2,6f417d6c3c3e8a16132cd3a472567f9090edab85,seed2026_c4_v2_medium,"[3, 4, 1, 2]",31310d3f5a6294b3503d6b7bef06cc21db56cac73338ea514ef88006329bdc17,0f43c81d0d6d4d3f9a07dba6b1a16f6201967cd2e39563069662310cdc630afb,6150452c7d9072344d3addf3979a5e6227ca858991e9a16cab787be2f13ce01b,13,seed2026_c4_v2_medium,2,Shenglian,f0ea2c17a3bd015ce40eee0bc859698c66a9f11b2265b1a8dc85a61dd0738ebd,f0ea2c17a3bd015ce40eee0bc859698c66a9f11b2265b1a8dc85a61dd0738ebd,hardware,PASS,1024,1024,16,6,0.263671875,0.263671875,0.263671875,0.375,-0.111328125,0.703125,0.0595703125,0.0595703125,0.0,0.0,At least one sample reached the prespecified low-energy feasible region; superiority to random was not established.,2608020040094471234,[],qrf_formal_hardware_matrix_v2,9082b74ee2d22ffdd1103f62e3af9ceca18af740,Shenglian,"{'Dongling': 0, 'Baihua': 0, 'Shenglian': 0}",completed,"{'1': 2, '2': 1, '3': 4, '4': 3}",6,-0.18208246942526785,-0.18208246942526785,"same-budget best classical energies, stored separately for all and raw-feasible candidates",1e-09,-0.18208246942526785,54.265099966467346,Results describe candidate quality and same-budget complementarity only; they do not establish universal quantum or speed advantage.,0010,178,54.09541431515527,False,1001,-0.18208246942526785,31
qrf_formal_hardware_matrix_v2,2027,4,2,tight,6,1024,2,Dongling,40,formal-matrix-v2,6f417d6c3c3e8a16132cd3a472567f9090edab85,seed2027_c4_v2_tight,"[4, 2, 3, 1]",ae0b0cd8c2d5f9492c0ae33b01e41dc4929ceb32f9730db0d263376b9c432e5e,0f43c81d0d6d4d3f9a07dba6b1a16f6201967cd2e39563069662310cdc630afb,6150452c7d9072344d3addf3979a5e6227ca858991e9a16cab787be2f13ce01b,14,seed2027_c4_v2_tight,2,Dongling,736e68d3b55ec9cca11908fb72a563c51872362804bca982c14210f9347d3a58,736e68d3b55ec9cca11908fb72a563c51872362804bca982c14210f9347d3a58,hardware,PASS,1024,1024,16,2,0.0693359375,0.0693359375,0.0693359375,0.125,-0.0556640625,0.5546875,0.0693359375,0.0693359375,0.0,0.0,At least one sample reached the prespecified low-energy feasible region; superiority to random was not established.,2608020040246279597,[],qrf_formal_hardware_matrix_v2,9082b74ee2d22ffdd1103f62e3af9ceca18af740,Dongling,"{'Dongling': 0, 'Baihua': 0, 'Shenglian': 0}",completed,"{'1': 1, '2': 3, '3': 3, '4': 4}",6,0.394513299763787,0.394513299763787,"same-budget best classical energies, stored separately for all and raw-feasible candidates",1e-09,0.394513299763787,122.36092417016289,Results describe candidate quality and same-budget complementarity only; they do not establish universal quantum or speed advantage.,0000,152,1196.7864590378604,False,0110,0.394513299763787,47
qrf_formal_hardware_matrix_v2,2026,6,2,medium,9,1024,2,Baihua,40,formal-matrix-v2,6f417d6c3c3e8a16132cd3a472567f9090edab85,seed2026_c6_v2_medium,"[3, 4, 6, 1, 2, 5]",66be66f9b8f9dabb1c6cb01570c585d1f776866559ca992217f6bbee4d211eeb,0f43c81d0d6d4d3f9a07dba6b1a16f6201967cd2e39563069662310cdc630afb,6150452c7d9072344d3addf3979a5e6227ca858991e9a16cab787be2f13ce01b,15,seed2026_c6_v2_medium,2,Baihua,c931d8c11141189cfc2b8fe0307f05343f809bb6039074ecbdd888cec174cf4a,c931d8c11141189cfc2b8fe0307f05343f809bb6039074ecbdd888cec174cf4a,hardware,PASS,1024,1024,64,8,0.375,0.107421875,0.2666015625,0.125,-0.017578125,0.859375,0.046875,0.046875,0.0,0.0,At least one sample reached the prespecified low-energy feasible region; superiority to random was not established.,2608020040447289172,[],qrf_formal_hardware_matrix_v2,9082b74ee2d22ffdd1103f62e3af9ceca18af740,Baihua,"{'Dongling': 0, 'Baihua': 0, 'Shenglian': 0}",completed,"{'1': 2, '2': 1, '3': 4, '4': 3, '5': 1, '6': 3}",9,-1.7959211040904393,-1.7959211040904393,"same-budget best classical energies, stored separately for all and raw-feasible candidates",1e-09,-1.7959211040904393,8.864317970026718,Results describe candidate quality and same-budget complementarity only; they do not establish universal quantum or speed advantage.,000000,94,1240.1052598950482,False,101001,-1.7959211040904393,28
qrf_formal_hardware_matrix_v2,2027,6,2,tight,8,1024,2,Dongling,40,formal-matrix-v2,6f417d6c3c3e8a16132cd3a472567f9090edab85,seed2027_c6_v2_tight,"[4, 2, 3, 5, 1, 6]",b4de2c04ddbde194c87fe6839e932295d6623238b01d32dfba45763bce83b756,0f43c81d0d6d4d3f9a07dba6b1a16f6201967cd2e39563069662310cdc630afb,6150452c7d9072344d3addf3979a5e6227ca858991e9a16cab787be2f13ce01b,16,seed2027_c6_v2_tight,2,Dongling,1f9291be656edac051c9c211d3fc7bda45ce6459f139cb8f5b98978f972fc17f,1f9291be656edac051c9c211d3fc7bda45ce6459f139cb8f5b98978f972fc17f,hardware,PASS,1024,1024,64,18,0.259765625,0.259765625,0.259765625,0.28125,-0.021484375,0.9236111111111112,0.0341796875,0.0341796875,0.0,0.0,At least one sample reached the prespecified low-energy feasible region; superiority to random was not established.,2608020041040293103,[],qrf_formal_hardware_matrix_v2,9082b74ee2d22ffdd1103f62e3af9ceca18af740,Dongling,"{'Dongling': 0, 'Baihua': 0, 'Shenglian': 0}",completed,"{'1': 1, '2': 3, '3': 3, '4': 4, '5': 3, '6': 1}",8,-0.697452024772474,-0.697452024772474,"same-budget best classical energies, stored separately for all and raw-feasible candidates",1e-09,-0.697452024772474,194.1763779093978,Results describe candidate quality and same-budget complementarity only; they do not establish universal quantum or speed advantage.,000000,44,2337.920668441713,False,000011,-0.697452024772474,19
qrf_formal_hardware_matrix_v2,2026,4,2,medium,6,1024,2,Baihua,40,formal-matrix-v2,6f417d6c3c3e8a16132cd3a472567f9090edab85,seed2026_c4_v2_medium,"[3, 4, 1, 2]",31310d3f5a6294b3503d6b7bef06cc21db56cac73338ea514ef88006329bdc17,0f43c81d0d6d4d3f9a07dba6b1a16f6201967cd2e39563069662310cdc630afb,6150452c7d9072344d3addf3979a5e6227ca858991e9a16cab787be2f13ce01b,17,seed2026_c4_v2_medium,2,Baihua,de4aae21931c2a9295d3c99d7bb9c1bce64481422537988e53112c60c8cafcc1,de4aae21931c2a9295d3c99d7bb9c1bce64481422537988e53112c60c8cafcc1,hardware,PASS,1024,1024,16,6,0.2734375,0.2734375,0.2734375,0.375,-0.1015625,0.7291666666666666,0.0751953125,0.0751953125,0.0,0.0,At least one sample reached the prespecified low-energy feasible region; superiority to random was not established.,2608020041346878482,[],qrf_formal_hardware_matrix_v2,9082b74ee2d22ffdd1103f62e3af9ceca18af740,Baihua,"{'Dongling': 0, 'Baihua': 0, 'Shenglian': 0}",completed,"{'1': 2, '2': 1, '3': 4, '4': 3}",6,-0.18208246942526785,-0.18208246942526785,"same-budget best classical energies, stored separately for all and raw-feasible candidates",1e-09,-0.18208246942526785,54.265099966467346,Results describe candidate quality and same-budget complementarity only; they do not establish universal quantum or speed advantage.,0000,221,779.2130623708881,False,1001,-0.18208246942526785,49
qrf_formal_hardware_matrix_v2,2027,4,2,tight,6,1024,2,Shenglian,40,formal-matrix-v2,6f417d6c3c3e8a16132cd3a472567f9090edab85,seed2027_c4_v2_tight,"[4, 2, 3, 1]",ae0b0cd8c2d5f9492c0ae33b01e41dc4929ceb32f9730db0d263376b9c432e5e,0f43c81d0d6d4d3f9a07dba6b1a16f6201967cd2e39563069662310cdc630afb,6150452c7d9072344d3addf3979a5e6227ca858991e9a16cab787be2f13ce01b,18,seed2027_c4_v2_tight,2,Shenglian,aebeebfceca58a06c0e590cfa2c71ea6e2ebfcd4b333a4a94d91ab081885776a,aebeebfceca58a06c0e590cfa2c71ea6e2ebfcd4b333a4a94d91ab081885776a,hardware,PASS,1024,1024,16,2,0.0771484375,0.0771484375,0.0771484375,0.125,-0.0478515625,0.6171875,0.0771484375,0.0771484375,0.0,0.0,At least one sample reached the prespecified low-energy feasible region; superiority to random was not established.,2608020041516483770,[],qrf_formal_hardware_matrix_v2,9082b74ee2d22ffdd1103f62e3af9ceca18af740,Shenglian,"{'Dongling': 0, 'Baihua': 0, 'Shenglian': 0}",completed,"{'1': 1, '2': 3, '3': 3, '4': 4}",6,0.394513299763787,0.394513299763787,"same-budget best classical energies, stored separately for all and raw-feasible candidates",1e-09,0.394513299763787,122.36092417016289,Results describe candidate quality and same-budget complementarity only; they do not establish universal quantum or speed advantage.,0010,166,194.64752700069585,False,1001,0.394513299763787,42
qrf_formal_hardware_matrix_v2,2026,6,2,medium,9,1024,2,Dongling,40,formal-matrix-v2,6f417d6c3c3e8a16132cd3a472567f9090edab85,seed2026_c6_v2_medium,"[3, 4, 6, 1, 2, 5]",66be66f9b8f9dabb1c6cb01570c585d1f776866559ca992217f6bbee4d211eeb,0f43c81d0d6d4d3f9a07dba6b1a16f6201967cd2e39563069662310cdc630afb,6150452c7d9072344d3addf3979a5e6227ca858991e9a16cab787be2f13ce01b,19,seed2026_c6_v2_medium,2,Dongling,78c62db0c78d4ed6195d0a57269a5a932dfdcc37faa863cdfd68557f07b89ef4,78c62db0c78d4ed6195d0a57269a5a932dfdcc37faa863cdfd68557f07b89ef4,hardware,PASS,1024,1024,64,8,0.4755859375,0.125,0.3056640625,0.125,0.0,1.0,0.037109375,0.037109375,0.0,0.0,At least one sample reached the prespecified low-energy feasible region; superiority to random was not established.,2608020042116490390,[],qrf_formal_hardware_matrix_v2,9082b74ee2d22ffdd1103f62e3af9ceca18af740,Dongling,"{'Dongling': 0, 'Baihua': 1, 'Shenglian': 0}",completed,"{'1': 2, '2': 1, '3': 4, '4': 3, '5': 1, '6': 3}",9,-1.7959211040904393,-1.7959211040904393,"same-budget best classical energies, stored separately for all and raw-feasible candidates",1e-09,-1.7959211040904393,8.864317970026718,Results describe candidate quality and same-budget complementarity only; they do not establish universal quantum or speed advantage.,000000,45,1240.1052598950482,False,010110,-1.7959211040904393,24
qrf_formal_hardware_matrix_v2,2027,6,2,tight,8,1024,2,Baihua,40,formal-matrix-v2,6f417d6c3c3e8a16132cd3a472567f9090edab85,seed2027_c6_v2_tight,"[4, 2, 3, 5, 1, 6]",b4de2c04ddbde194c87fe6839e932295d6623238b01d32dfba45763bce83b756,0f43c81d0d6d4d3f9a07dba6b1a16f6201967cd2e39563069662310cdc630afb,6150452c7d9072344d3addf3979a5e6227ca858991e9a16cab787be2f13ce01b,20,seed2027_c6_v2_tight,2,Baihua,9151a98414b2179cc294172a1bc5b4aa432e268b13d70b10b5206d7ab6360d82,9151a98414b2179cc294172a1bc5b4aa432e268b13d70b10b5206d7ab6360d82,hardware,PASS,1024,1024,64,18,0.162109375,0.162109375,0.162109375,0.28125,-0.119140625,0.5763888888888888,0.029296875,0.029296875,0.0,0.0,At least one sample reached the prespecified low-energy feasible region; superiority to random was not established.,2608020042297182893,[],qrf_formal_hardware_matrix_v2,9082b74ee2d22ffdd1103f62e3af9ceca18af740,Baihua,"{'Dongling': 0, 'Baihua': 1, 'Shenglian': 0}",completed,"{'1': 1, '2': 3, '3': 3, '4': 4, '5': 3, '6': 1}",8,-0.697452024772474,-0.697452024772474,"same-budget best classical energies, stored separately for all and raw-feasible candidates",1e-09,-0.697452024772474,194.1763779093978,Results describe candidate quality and same-budget complementarity only; they do not establish universal quantum or speed advantage.,000000,100,2337.920668441713,False,000011,-0.697452024772474,15
qrf_formal_hardware_matrix_v2,2026,4,2,medium,6,1024,2,Dongling,40,formal-matrix-v2,6f417d6c3c3e8a16132cd3a472567f9090edab85,seed2026_c4_v2_medium,"[3, 4, 1, 2]",31310d3f5a6294b3503d6b7bef06cc21db56cac73338ea514ef88006329bdc17,0f43c81d0d6d4d3f9a07dba6b1a16f6201967cd2e39563069662310cdc630afb,6150452c7d9072344d3addf3979a5e6227ca858991e9a16cab787be2f13ce01b,21,seed2026_c4_v2_medium,2,Dongling,0296c3ee870cabb945c7e72b6d9cb0bffd8cbdf74a37ac4f46246583fc8a1952,0296c3ee870cabb945c7e72b6d9cb0bffd8cbdf74a37ac4f46246583fc8a1952,hardware,PASS,1024,1024,16,6,0.3212890625,0.3212890625,0.3212890625,0.375,-0.0537109375,0.8567708333333334,0.0703125,0.0703125,0.0,0.0,At least one sample reached the prespecified low-energy feasible region; superiority to random was not established.,2608020043089686015,[],qrf_formal_hardware_matrix_v2,9082b74ee2d22ffdd1103f62e3af9ceca18af740,Dongling,"{'Dongling': 0, 'Baihua': 0, 'Shenglian': 0}",completed,"{'1': 2, '2': 1, '3': 4, '4': 3}",6,-0.18208246942526785,-0.18208246942526785,"same-budget best classical energies, stored separately for all and raw-feasible candidates",1e-09,-0.18208246942526785,54.265099966467346,Results describe candidate quality and same-budget complementarity only; they do not establish universal quantum or speed advantage.,0000,132,779.2130623708881,False,0110,-0.18208246942526785,39
qrf_formal_hardware_matrix_v2,2027,4,2,tight,6,1024,2,Baihua,40,formal-matrix-v2,6f417d6c3c3e8a16132cd3a472567f9090edab85,seed2027_c4_v2_tight,"[4, 2, 3, 1]",ae0b0cd8c2d5f9492c0ae33b01e41dc4929ceb32f9730db0d263376b9c432e5e,0f43c81d0d6d4d3f9a07dba6b1a16f6201967cd2e39563069662310cdc630afb,6150452c7d9072344d3addf3979a5e6227ca858991e9a16cab787be2f13ce01b,22,seed2027_c4_v2_tight,2,Baihua,196d8a38054aa2dde552da3cbdfcf82bf426966d66fdacb3583bd8be7bd4d776,196d8a38054aa2dde552da3cbdfcf82bf426966d66fdacb3583bd8be7bd4d776,hardware,PASS,1024,1024,16,2,0.056640625,0.056640625,0.056640625,0.125,-0.068359375,0.453125,0.056640625,0.056640625,0.0,0.0,At least one sample reached the prespecified low-energy feasible region; superiority to random was not established.,2608020043245682799,[],qrf_formal_hardware_matrix_v2,9082b74ee2d22ffdd1103f62e3af9ceca18af740,Baihua,"{'Dongling': 0, 'Baihua': 0, 'Shenglian': 0}",completed,"{'1': 1, '2': 3, '3': 3, '4': 4}",6,0.394513299763787,0.394513299763787,"same-budget best classical energies, stored separately for all and raw-feasible candidates",1e-09,0.394513299763787,122.36092417016289,Results describe candidate quality and same-budget complementarity only; they do not establish universal quantum or speed advantage.,0000,208,1196.7864590378604,False,1001,0.394513299763787,32
qrf_formal_hardware_matrix_v2,2026,6,2,medium,9,1024,2,Shenglian,40,formal-matrix-v2,6f417d6c3c3e8a16132cd3a472567f9090edab85,seed2026_c6_v2_medium,"[3, 4, 6, 1, 2, 5]",66be66f9b8f9dabb1c6cb01570c585d1f776866559ca992217f6bbee4d211eeb,0f43c81d0d6d4d3f9a07dba6b1a16f6201967cd2e39563069662310cdc630afb,6150452c7d9072344d3addf3979a5e6227ca858991e9a16cab787be2f13ce01b,23,seed2026_c6_v2_medium,2,Shenglian,7c33dc7a274b80eb73d8c8454658fbd4e58344a8cfb3bc583b45b758cc181867,7c33dc7a274b80eb73d8c8454658fbd4e58344a8cfb3bc583b45b758cc181867,hardware,PASS,1024,1024,64,8,0.3974609375,0.083984375,0.26953125,0.125,-0.041015625,0.671875,0.03125,0.03125,0.0,0.0,At least one sample reached the prespecified low-energy feasible region; superiority to random was not established.,2608020043451218721,[],qrf_formal_hardware_matrix_v2,9082b74ee2d22ffdd1103f62e3af9ceca18af740,Shenglian,"{'Dongling': 0, 'Baihua': 0, 'Shenglian': 0}",completed,"{'1': 2, '2': 1, '3': 4, '4': 3, '5': 1, '6': 3}",9,-1.7959211040904393,-1.7959211040904393,"same-budget best classical energies, stored separately for all and raw-feasible candidates",1e-09,-1.7959211040904393,8.864317970026718,Results describe candidate quality and same-budget complementarity only; they do not establish universal quantum or speed advantage.,010000,95,804.5262310725634,False,101001,-1.7959211040904393,18
qrf_formal_hardware_matrix_v2,2027,6,2,tight,8,1024,2,Shenglian,40,formal-matrix-v2,6f417d6c3c3e8a16132cd3a472567f9090edab85,seed2027_c6_v2_tight,"[4, 2, 3, 5, 1, 6]",b4de2c04ddbde194c87fe6839e932295d6623238b01d32dfba45763bce83b756,0f43c81d0d6d4d3f9a07dba6b1a16f6201967cd2e39563069662310cdc630afb,6150452c7d9072344d3addf3979a5e6227ca858991e9a16cab787be2f13ce01b,24,seed2027_c6_v2_tight,2,Shenglian,b23d4ed3b1d70956351ea774a4dca90bb37f021bca1a24a01a62a19a0b6e6054,b23d4ed3b1d70956351ea774a4dca90bb37f021bca1a24a01a62a19a0b6e6054,hardware,PASS,1024,1024,64,18,0.1884765625,0.1884765625,0.1884765625,0.28125,-0.0927734375,0.6701388888888888,0.0419921875,0.0419921875,0.0,0.0,At least one sample reached the prespecified low-energy feasible region; superiority to random was not established.,2608020044026086405,[],qrf_formal_hardware_matrix_v2,9082b74ee2d22ffdd1103f62e3af9ceca18af740,Shenglian,"{'Dongling': 0, 'Baihua': 0, 'Shenglian': 0}",completed,"{'1': 1, '2': 3, '3': 3, '4': 4, '5': 3, '6': 1}",8,-0.697452024772474,-0.697452024772474,"same-budget best classical energies, stored separately for all and raw-feasible candidates",1e-09,-0.697452024772474,194.1763779093978,Results describe candidate quality and same-budget complementarity only; they do not establish universal quantum or speed advantage.,100000,65,1720.0505769599076,False,111100,-0.697452024772474,22
